Id,Total words,Average words per sentence,Total OOV words,Average OOV words,Most frequent unigrams 1,Most frequent unigrams 2,Most frequent unigrams 3,Most frequent unigrams 4,Most frequent unigrams 5,Most frequent unigrams 6,Most frequent bigrams 1,Most frequent bigrams 2,Most frequent bigrams 3,Most frequent bigrams 4,Most frequent bigrams 5,Most frequent bigrams 6,Most frequent trigrams 1,Most frequent trigrams 2,Most frequent trigrams 3,Most frequent trigrams 4,Most frequent trigrams 5,Most frequent trigrams 6
12370,190,27.142857142857142,50,0.15343915343915343,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12371,86,28.666666666666668,25,0.14285714285714285,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12372,66,22.0,24,0.18461538461538463,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12373,51,25.5,14,0.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12374,133,26.6,26,0.06870229007633588,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12375,329,23.5,122,0.2126984126984127,3,3,3,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1
12376,251,35.857142857142854,72,0.1875,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12377,49,24.5,17,0.14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12378,677,56.416666666666664,153,0.15442278860569716,7,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12379,126,42.0,22,0.112,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12380,105,21.0,25,0.1346153846153846,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12381,71,35.5,18,0.14285714285714285,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12382,278,39.714285714285715,94,0.17216117216117216,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12383,156,22.285714285714285,45,0.1390728476821192,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12384,66,16.5,16,0.09090909090909091,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12385,66,33.0,11,0.045454545454545456,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12386,937,46.85,249,0.17448200654307525,8,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1
12387,60,20.0,21,0.15,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12388,433,19.681818181818183,177,0.18266978922716628,5,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1
12389,580,38.666666666666664,138,0.15625,5,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12390,69,17.25,14,0.058823529411764705,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12391,97,24.25,22,0.10309278350515463,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12392,65,21.666666666666668,13,0.06153846153846154,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12393,81,40.5,12,0.08641975308641975,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12394,130,21.666666666666668,25,0.06923076923076923,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12395,157,39.25,34,0.16560509554140126,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12396,88,17.6,27,0.10227272727272728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12397,123,24.6,27,0.0975609756097561,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12398,100,16.666666666666668,31,0.12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12399,810,26.129032258064516,268,0.24843161856963614,5,4,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1
12400,97,16.166666666666668,22,0.09278350515463918,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12401,47,15.666666666666666,14,0.08695652173913043,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12402,79,39.5,20,0.16666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12403,64,21.333333333333332,13,0.078125,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12404,78,39.0,19,0.08974358974358974,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12405,63,15.75,13,0.04838709677419355,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12406,80,20.0,24,0.11392405063291139,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12407,60,15.0,11,0.03389830508474576,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12408,141,23.5,34,0.10948905109489052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12409,262,23.818181818181817,68,0.140625,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12410,828,31.846153846153847,241,0.18504901960784315,5,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1
12411,49,24.5,9,0.02040816326530612,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12412,71,17.75,18,0.1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12413,85,28.333333333333332,24,0.1566265060240964,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12414,78,19.5,22,0.11392405063291139,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12415,86,21.5,17,0.12790697674418605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12416,253,25.3,70,0.12,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12417,297,21.214285714285715,78,0.12244897959183673,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12418,222,20.181818181818183,81,0.167420814479638,8,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12419,44,44.0,8,0.11904761904761904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12420,42,14.0,13,0.0975609756097561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12421,204,29.142857142857142,47,0.14215686274509803,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12422,259,28.77777777777778,77,0.11290322580645161,6,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12423,101,33.666666666666664,21,0.09900990099009901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12424,72,24.0,18,0.06944444444444445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12425,104,14.857142857142858,27,0.0707070707070707,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12426,71,23.666666666666668,17,0.10144927536231885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12427,74,24.666666666666668,22,0.1095890410958904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12428,82,20.5,25,0.08536585365853659,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12429,85,17.0,23,0.11764705882352941,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12430,92,30.666666666666668,13,0.03296703296703297,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12431,47,23.5,13,0.10869565217391304,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12432,803,20.075,334,0.24057217165149544,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12433,63,31.5,10,0.09523809523809523,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12434,36,36.0,11,0.14285714285714285,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12435,314,39.25,69,0.10714285714285714,4,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1
12436,36,12.0,10,0.1111111111111111,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12437,123,17.571428571428573,32,0.10655737704918032,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12438,805,35.0,239,0.17258883248730963,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12439,75,37.5,22,0.14666666666666667,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12440,485,34.642857142857146,161,0.15184381778741865,7,4,3,3,2,2,4,2,1,1,1,1,1,1,1,1,1,1
12441,103,25.75,25,0.08823529411764706,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12442,111,37.0,20,0.11009174311926606,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12443,57,19.0,13,0.10526315789473684,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12444,76,25.333333333333332,16,0.06578947368421052,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12445,38,19.0,11,0.07894736842105263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12446,75,18.75,17,0.10666666666666667,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12447,242,34.57142857142857,76,0.211864406779661,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12448,679,25.14814814814815,205,0.17151162790697674,9,6,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1
12449,38,19.0,7,0.10526315789473684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12450,80,26.666666666666668,26,0.17333333333333334,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12451,863,45.421052631578945,226,0.18301435406698566,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1
12452,606,19.548387096774192,193,0.1625207296849088,7,6,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1
12453,83,27.666666666666668,19,0.12195121951219512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12454,105,15.0,23,0.0761904761904762,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12455,208,26.0,56,0.11822660098522167,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12456,61,30.5,12,0.1016949152542373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12457,136,27.2,44,0.10852713178294573,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
12458,115,28.75,16,0.05263157894736842,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12459,70,23.333333333333332,16,0.07246376811594203,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12460,72,18.0,32,0.22857142857142856,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12461,622,103.66666666666667,341,0.12813370473537605,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12462,90,15.0,31,0.13636363636363635,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12463,380,21.11111111111111,98,0.15079365079365079,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12464,95,31.666666666666668,28,0.1595744680851064,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12465,164,27.333333333333332,49,0.13924050632911392,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12466,109,27.25,24,0.11214953271028037,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12467,89,17.8,18,0.07865168539325842,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12468,74,24.666666666666668,19,0.0958904109589041,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12469,485,34.642857142857146,113,0.14375,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12470,834,24.529411764705884,204,0.13503649635036497,5,4,4,4,4,3,4,2,2,2,2,1,2,2,2,1,1,1
12471,41,20.5,9,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12472,439,23.105263157894736,156,0.24883720930232558,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12473,469,36.07692307692308,108,0.13232104121475055,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12474,94,31.333333333333332,28,0.10344827586206896,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12475,96,32.0,24,0.11702127659574468,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12476,84,9.333333333333334,31,0.12790697674418605,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12477,85,21.25,31,0.13095238095238096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12478,89,29.666666666666668,12,0.06818181818181818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12479,74,18.5,15,0.08108108108108109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12480,96,16.0,29,0.13829787234042554,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12481,98,49.0,21,0.14285714285714285,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12482,169,18.77777777777778,61,0.1656441717791411,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12483,86,28.666666666666668,22,0.08139534883720931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12484,77,19.25,21,0.0945945945945946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12485,146,18.25,38,0.07746478873239436,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
12486,125,41.666666666666664,31,0.12,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12487,73,24.333333333333332,19,0.07042253521126761,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12488,40,20.0,13,0.1794871794871795,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12489,136,17.0,43,0.17037037037037037,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12490,54,18.0,14,0.1111111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12491,37,37.0,9,0.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12492,139,17.375,32,0.10869565217391304,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12493,70,17.5,21,0.14285714285714285,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12494,88,17.6,28,0.08045977011494253,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
12495,222,31.714285714285715,51,0.11363636363636363,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12496,52,26.0,13,0.1346153846153846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12497,63,21.0,13,0.04918032786885246,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12498,112,37.333333333333336,19,0.09090909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12499,68,22.666666666666668,19,0.11764705882352941,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12500,61,20.333333333333332,11,0.11475409836065574,4,3,3,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
12501,112,14.0,37,0.1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12502,141,20.142857142857142,31,0.1,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12503,164,14.909090909090908,54,0.10365853658536585,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12504,713,50.92857142857143,181,0.16407355021216408,7,6,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
12505,66,16.5,19,0.15151515151515152,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12506,90,30.0,25,0.11235955056179775,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12507,126,18.0,28,0.096,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
12508,534,29.666666666666668,133,0.13345864661654136,8,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12509,71,14.2,18,0.10294117647058823,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12510,108,15.428571428571429,26,0.09345794392523364,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
12511,438,27.375,165,0.23809523809523808,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12512,52,13.0,9,0.0392156862745098,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12513,643,35.72222222222222,159,0.16300940438871472,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1
12514,66,33.0,22,0.125,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12515,51,25.5,19,0.18,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12516,63,12.6,16,0.09523809523809523,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12517,423,20.142857142857142,114,0.08173076923076923,6,5,5,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1
12518,78,26.0,14,0.08974358974358974,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12519,354,27.23076923076923,101,0.1495601173020528,6,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12520,82,16.4,11,0.012195121951219513,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1
12521,105,35.0,38,0.20202020202020202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12522,65,13.0,13,0.06153846153846154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12523,62,15.5,20,0.12903225806451613,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12524,93,31.0,21,0.16129032258064516,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12525,71,17.75,16,0.05714285714285714,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12526,45,15.0,7,0.022222222222222223,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12527,47,15.666666666666666,12,0.13043478260869565,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12528,43,21.5,8,0.046511627906976744,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12529,60,20.0,7,0.01639344262295082,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12530,45,9.0,12,0.1111111111111111,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12531,96,48.0,25,0.12903225806451613,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12532,100,50.0,19,0.08080808080808081,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12533,68,17.0,18,0.058823529411764705,4,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12534,81,40.5,17,0.1111111111111111,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12535,528,27.789473684210527,168,0.208984375,4,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1
12536,780,19.5,196,0.12710765239948119,11,5,5,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1
12537,99,33.0,20,0.08247422680412371,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12538,87,17.4,21,0.05747126436781609,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12539,105,17.5,20,0.0380952380952381,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
12540,39,19.5,12,0.08823529411764706,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12541,51,17.0,11,0.12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12542,446,44.6,130,0.13566739606126915,12,3,3,3,3,3,3,3,2,1,1,1,3,1,1,1,1,1
12543,84,28.0,18,0.04819277108433735,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12544,98,32.666666666666664,19,0.08163265306122448,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12545,340,34.0,71,0.14749262536873156,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12546,209,29.857142857142858,58,0.1380952380952381,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12547,84,21.0,21,0.10975609756097561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12548,73,24.333333333333332,20,0.1232876712328767,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12549,132,14.666666666666666,28,0.11450381679389313,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12550,179,29.833333333333332,46,0.1452513966480447,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12551,99,19.8,20,0.050505050505050504,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12552,71,14.2,12,0.04285714285714286,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12553,59,29.5,12,0.13559322033898305,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12554,81,20.25,25,0.17721518987341772,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12555,301,43.0,97,0.14915254237288136,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1
12556,484,18.615384615384617,154,0.16701902748414377,9,5,5,4,4,4,5,2,2,1,1,1,1,1,1,1,1,1
12557,78,19.5,14,0.07792207792207792,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12558,107,21.4,22,0.12149532710280374,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12559,64,32.0,16,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12560,99,24.75,26,0.14583333333333334,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12561,75,18.75,25,0.12,3,3,3,2,2,2,3,2,2,2,1,1,2,2,2,1,1,1
12562,75,18.75,14,0.09333333333333334,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12563,125,41.666666666666664,27,0.072,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12564,55,13.75,12,0.09090909090909091,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12565,67,33.5,7,0.045454545454545456,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12566,698,17.45,203,0.13852813852813853,7,7,6,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1
12567,80,20.0,17,0.0875,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12568,115,23.0,29,0.11304347826086956,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12569,69,23.0,19,0.08695652173913043,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12570,223,18.583333333333332,69,0.1590909090909091,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12571,123,30.75,31,0.10655737704918032,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12572,120,24.0,23,0.1092436974789916,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12573,55,18.333333333333332,16,0.12962962962962962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12574,231,23.1,62,0.14096916299559473,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12575,612,26.608695652173914,200,0.17549668874172186,7,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
12576,83,20.75,16,0.0963855421686747,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12577,571,22.84,137,0.0989399293286219,5,5,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
12578,316,10.533333333333333,103,0.12080536912751678,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12579,112,16.0,30,0.09821428571428571,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12580,58,19.333333333333332,19,0.12280701754385964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12581,117,19.5,35,0.1391304347826087,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12582,63,21.0,18,0.125,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12583,89,29.666666666666668,23,0.13636363636363635,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12584,129,25.8,34,0.1484375,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12585,194,14.923076923076923,56,0.11052631578947368,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
12586,46,15.333333333333334,15,0.13043478260869565,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12587,166,23.714285714285715,44,0.09433962264150944,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12588,66,16.5,18,0.06060606060606061,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12589,64,16.0,17,0.09523809523809523,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12590,504,31.5,124,0.14084507042253522,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
12591,70,23.333333333333332,21,0.16176470588235295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12592,56,18.666666666666668,17,0.09090909090909091,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12593,850,18.47826086956522,250,0.12395709177592372,10,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1
12594,99,24.75,13,0.06060606060606061,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12595,68,17.0,22,0.10606060606060606,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12596,339,24.214285714285715,116,0.19047619047619047,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12597,83,20.75,23,0.0963855421686747,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12598,127,21.166666666666668,40,0.1693548387096774,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12599,84,16.8,24,0.10843373493975904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12600,62,20.666666666666668,14,0.047619047619047616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12601,164,16.4,48,0.10625,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12602,101,14.428571428571429,32,0.18181818181818182,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12603,112,22.4,24,0.07207207207207207,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12604,78,19.5,11,0.05263157894736842,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12605,52,17.333333333333332,15,0.21568627450980393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12606,225,22.5,60,0.13392857142857142,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12607,158,39.5,59,0.17307692307692307,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
12608,83,20.75,35,0.1728395061728395,4,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12609,62,15.5,19,0.08064516129032258,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12610,61,15.25,22,0.18032786885245902,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
